Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1980,I,Polyplectron napoleonis,Aves,Galliformes,Phasianidae,Polyplectron,MY,HK,,,4,live,,,
1980,I,Polyplectron napoleonis,Aves,Galliformes,Phasianidae,Polyplectron,SG,HK,,,4,live,,,
1980,I,Polyplectron napoleonis,Aves,Galliformes,Phasianidae,Polyplectron,TH,HK,,,4,live,,,
1980,I,Polyplectron napoleonis,Aves,Galliformes,Phasianidae,Polyplectron,US,HK,,6,,live,,T,C
1980,I,Polyplectron napoleonis,Aves,Galliformes,Phasianidae,Polyplectron,US,HK,,6,,live,,Z,C
1980,I,Polyplectron napoleonis,Aves,Galliformes,Phasianidae,Polyplectron,US,HK,,,12,live,,,
1980,I,Astrochelys radiata,Reptilia,Testudines,Testudinidae,Astrochelys,GB,HK,XX,1,,carapaces,,P,
1980,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,,4,,shoes,,P,
1980,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,XX,4,,leather products (small),,P,
1980,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,XX,1,,shoes,,P,
1980,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,GB,HK,PY,2800,,skins,,T,
1980,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,GB,HK,XX,1,,leather items,,P,
1980,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,XX,2,,leather products (small),,T,
1980,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG,HK,XX,,1357,skin pieces,,,
1980,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG,HK,XX,,31.298,skin scraps,kg,,
1980,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,BO,1369,,leather products (small),,T,
1980,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,HK,XX,1,,bodies,,P,
1980,II,Lama guanicoe,Mammalia,Artiodactyla,Camelidae,Lama,GB,HK,XX,1,,skins,,T,
1980,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,HK,XX,2,,garments,,P,
1980,II,Lycalopex culpaeus,Mammalia,Carnivora,Canidae,Lycalopex,US,HK,AR,1500,,skin pieces,,T,
1980,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,CN,HK,GB,,3,live,,,
1980,II,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,CN,HK,CN,,1,live,,,
1980,II,Papio hamadryas,Mammalia,Primates,Cercopithecidae,Papio,US,HK,ZM,1,,trophies,,P,
1980,II,Rhinopithecus roxellana,Mammalia,Primates,Cercopithecidae,Rhinopithecus,CN,HK,CN,,2,live,,,
1980,II,Trachypithecus francoisi,Mammalia,Primates,Cercopithecidae,Trachypithecus,US,HK,CN,4,,live,,Z,
1980,II,Crocodylidae spp.,Reptilia,Crocodylia,Crocodylidae,,US,HK,XX,9,,leather products (small),,P,
1980,II,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,XX,2,,leather products (small),,P,
1980,II,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,XX,12,,leather products (small),,T,
1980,II,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,XX,1,,soup,shipments,P,
1980,II,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,,5,,leather products (small),,P,
1980,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,HK,PG,2,,skins,,P,
1980,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,HK,PG,3,,leather items,,T,
1980,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,HK,XX,1,,leather items,,T,
1980,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,PG,59,,leather products (small),,T,
1980,II,Tursiops truncatus,Mammalia,Cetacea,Delphinidae,Tursiops,GB,HK,,1,,live,,T,
1980,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,,1,,ivory carvings,sets,P,
1980,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,70,,ivory carvings,,P,
1980,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,HK,,8420,,ivory carvings,pairs,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,HK,,17561,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,HK,,65,,ivory pieces,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,HK,CG,,4,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,HK,,270,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,HK,,1,,ivory pieces,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,HK,,805,,ivory carvings,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,HK,,106,,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,HK,,1,,tusks,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,BI,,367,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,BI,,1698,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,CD,,90,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,CD,,120,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,CF,,11211,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,SD,,499,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,SD,,59,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,TZ,,39,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,TZ,,150,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,XX,,118,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,HK,XX,,8127,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,HK,MZ,,900,tusks,g,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,HK,XX,899989,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,HK,XX,20,,ivory pieces,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,HK,XX,900,,ivory carvings,g,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,HK,XX,103,,ivory carvings,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,HK,XX,104,,ivory carvings,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,HK,XX,78650,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,HK,XX,78641,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,HK,CF,,63,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,42,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,12273,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,1100,,ivory pieces,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,136,,ivory pieces,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,8450,,ivory pieces,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,91,,tusks,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,401,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ID,HK,CF,,92,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,BI,1371,,tusks,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,BI,,4791,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,CF,215,,tusks,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,CF,,466,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,CG,,552,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,TZ,,250,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,UG,,596,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,HK,,195,,tusks,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,CM,,4,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,KE,3001,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,XX,1097,,ivory carvings,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,XX,167,,ivory carvings,sets,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,XX,517509,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,ZA,49,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,ZM,8,,ivory carvings,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,BI,,108,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,BI,,15915,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,CD,,3030,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,CF,,19477,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,CG,,13139,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,MZ,,765,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,SD,,12681,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,TD,,997,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,UG,,6865,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,XX,167554,,ivory carvings,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,XX,1881,1864,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,HK,XX,5272,,tusks,,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MY,HK,XX,,169,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,HK,,2,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,HK,CD,,14,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,HK,CF,,76.273,skins,m,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TH,HK,BI,,1636,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TH,HK,BI,,1409,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,HK,BI,,723,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,HK,BI,,3043,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,HK,CF,,2418,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,HK,CG,,894,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,HK,CM,,301,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,HK,TZ,,448,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,AU,1,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,BW,1500,,ivory carvings,g,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,BW,2,,ivory carvings,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,BW,1,,ivory carvings,pairs,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,BW,11,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,BW,270746,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,BW,,101,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,BW,4,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,2,,ivory carvings,cases,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,750,,ivory carvings,g,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,8.907,,ivory carvings,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,382,,ivory carvings,pairs,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,1,,ivory carvings,shipments,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,1113,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,1183384,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,56,,ivory pieces,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,,21,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,3,,tusks,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,53,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CD,8999,,unspecified,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CI,13,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CN,2,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,CN,4,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,GB,250,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,KE,35,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,KE,278711,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,KE,15.422,,ivory pieces,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,KE,,2,ivory pieces,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,KE,,83,tusks,kg,,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,KE,11,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,LR,3,,tusks,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,NG,8,,unspecified,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,SD,14,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,SD,2,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TH,3,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,8,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,2,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,4.814,,ivory carvings,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,1,,ivory carvings,shipments,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,1837,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,19236,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,53,,ivory pieces,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,8,,tusks,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,1,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,3,,unspecified,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,750,,ivory carvings,g,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,33.773,,ivory carvings,kg,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,12,,ivory carvings,pairs,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,16,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,60668,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,5.853,,skins,m,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,167,,tusks,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,2,,trophies,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,2,,tusks,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,,1,,carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,,0.454,,ivory carvings,kg,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,,3854,,ivory carvings,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,,922,,ivory carvings,,T,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,,8,,tusks,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,,6,,unspecified,,P,
1980,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,,4,,unspecified,,T,
1980,II,Falco cherrug,Aves,Falconiformes,Falconidae,Falco,BH,HK,XX,,1,live,,,
1980,II,Falco cherrug,Aves,Falconiformes,Falconidae,Falco,BH,HK,,,2,live,,,
1980,II,Felidae spp.,Mammalia,Carnivora,Felidae,,US,HK,CN,1,,garments,,P,
1980,II,Felidae spp.,Mammalia,Carnivora,Felidae,,US,HK,XX,1,,skin pieces,,P,
1980,II,Felidae spp.,Mammalia,Carnivora,Felidae,,US,HK,,1,,unspecified,,P,
1980,II,Felis spp.,Mammalia,Carnivora,Felidae,Felis,US,HK,XX,2,,trophies,,P,
1980,II,Felis bengalensis,Mammalia,Carnivora,Felidae,Felis,DE,HK,CN,600,,skins,,,
1980,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,GB,HK,CA,,35,skins,,,
1980,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,US,HK,XX,1,,garments,,P,
1980,II,Lynx lynx,Mammalia,Carnivora,Felidae,Lynx,JP,HK,US,,24,skins,,,
1980,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,US,HK,IN,1,,shoes,,T,
1980,II,Moschus moschiferus,Mammalia,Artiodactyla,Moschidae,Moschus,FR,HK,SU,,1,musk,kg,,
1980,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,US,HK,,1,,live,,T,
1980,II,Polyplectron germaini,Aves,Galliformes,Phasianidae,Polyplectron,TH,HK,,,2,live,,,
1980,II,Mirounga leonina,Mammalia,Carnivora,Phocidae,Mirounga,CN,HK,ZA,,1,live,,,
1980,II,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,GB,HK,,194,,teeth,,T,
1980,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CN,HK,VN,,1227,skins,,,
1980,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,HK,TH,,1147,skins,,,
1980,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,HK,VN,,6345,skins,,,
1980,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,HK,XX,5000,,skins,m,,
1980,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,JP,HK,TH,,2580,skins,,,
1980,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,DE,HK,TH,,911,skins,,,
1980,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,DE,HK,XX,495,,skins,,,
1980,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,NL,HK,TH,,1133,skins,,,
1980,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,,2,,shoes,,P,
1980,II,Rhea americana albescens,Aves,Rheiformes,Rheidae,Rhea,US,HK,PY,365,,leather products (small),,T,
1980,II,Rhea americana albescens,Aves,Rheiformes,Rheidae,Rhea,US,HK,PY,265,,leather items,,T,
1980,II,Dracaena guianensis,Reptilia,Sauria,Teiidae,Dracaena,US,HK,XX,20,,leather products (small),,T,
1980,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,3,,leather products (small),,P,
1980,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,12,,shoes,,P,
1980,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,2,,shoes,,T,
1980,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,,1,,leather products (small),,P,
1980,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,,2,,shoes,,T,
1980,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,4,,shoes,,P,
1980,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,US,HK,,1,,shoes,,P,
1980,II,Varanus exanthematicus,Reptilia,Sauria,Varanidae,Varanus,US,HK,ID,1962,,leather products (small),,T,
1980,II,Varanus exanthematicus,Reptilia,Sauria,Varanidae,Varanus,US,HK,NG,3,,leather products (small),,T,
1980,II,Varanus exanthematicus,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,13151,,leather products (small),,T,
1980,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,US,HK,FR,11,,leather products (small),,T,
1980,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,GB,HK,XX,,5,skins,,,
1980,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,ID,646,,leather products (small),,T,
1980,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,NG,9098,,leather products (small),,T,
1980,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,TH,490,,leather products (small),,T,
1980,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,26578,,leather products (small),,T,
1980,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,2,,shoes,,P,
1980,II,Cetacea spp.,Mammalia,Cetacea,,,GB,HK,,1,,carvings,,P,
1980,II,Cetacea spp.,Mammalia,Cetacea,,,US,HK,GB,1,,carvings,,P,
1980,II,Cetacea spp.,Mammalia,Cetacea,,,US,HK,XX,90,,ivory carvings,,T,
1980,II,Cetacea spp.,Mammalia,Cetacea,,,US,HK,XX,3,,teeth,,P,
1980,II,Crocodylia spp.,Reptilia,Crocodylia,,,US,HK,XX,1,,leather products (small),,P,
1981,I,Rhinoplax vigil,Aves,Coraciiformes,Bucerotidae,Rhinoplax,US,HK,US,1,,horn carvings,,T,
1981,I,Rhinoplax vigil,Aves,Coraciiformes,Bucerotidae,Rhinoplax,US,HK,US,1,,skulls,,P,
1981,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HK,TO,1,,carapaces,,P,
1981,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HK,,1,,shoes,,P,
